公司全名,公司简称,公司规模,融资阶段,区域,行业,职位名称,工作性质,一级类别,二级类别,工作经验,学历要求,工资,职位福利,工作年限,经验要求,salary,月工资
深圳市名瑞德国际金融服务有限公司,深圳市名瑞德国际金融服务有限公司,50-150人,上市公司,福田区,金融,数据分析金融助理,全职,市场/商务/销售类,销售,不限,大专,6k-8k,"绩效奖金,带薪年假,美女多多,朝九晚五",[],0.0,"['6', '8']",6.5
沃尔玛（中国）投资有限公司,Walmart China,2000人以上,上市公司,福田区,"电子商务,其他",高级数据分析经理-市场数据,全职,产品/需求/项目类,数据分析,5-10年,本科,15k-25k,精英团队,"['5', '10']",7.5,"['15', '25']",17.5
满金坝(深圳)科技有限公司,满金坝,150-500人,不需要融资,福田区,"移动互联网,电子商务",数据分析专员（电商方向）,全职,运营/编辑/客服,运营,1-3年,大专,8k-10k,"年终分红,年度加薪,福利待遇好,发展空间","['1', '3']",2.0,"['8', '10']",8.5
深圳依时货拉拉科技有限公司,货拉拉手机打车软件,2000人以上,C轮,福田区,"移动互联网,O2O",数据分析师,全职,开发/测试/运维类,数据开发,3-5年,本科,11k-22k,"职位发展,晋升空间,团队氛围好","['3', '5']",4.0,"['11', '22']",13.75
深圳市彬讯科技有限公司,土巴兔,2000人以上,C轮,南山区,"移动互联网,O2O",商业数据分析师,全职,产品/需求/项目类,数据分析,5-10年,本科,20k-40k,"节日福利,六险一金,绩效奖金,带薪年假","['5', '10']",7.5,"['20', '40']",25.0
腾讯科技(深圳)有限公司,腾讯,2000人以上,上市公司,南山区,"移动互联网 ,游戏",20718-数据分析工程师（深圳）,全职,开发/测试/运维类,数据开发,3-5年,本科,18k-36k,"大空间,大平台","['3', '5']",4.0,"['18', '36']",22.5
沃尔玛（中国）投资有限公司,Walmart China,2000人以上,上市公司,福田区,"电子商务,其他",高级数据分析经理,全职,产品/需求/项目类,数据分析,3-5年,本科,15k-25k,"精英团队,成长空间,薪酬福利,外企文化","['3', '5']",4.0,"['15', '25']",17.5
深圳云科谷信息服务有限公司,云科贷,150-500人,天使轮,南山区,"移动互联网,金融",反欺诈数据分析师,全职,开发/测试/运维类,数据开发,1-3年,本科,8k-12k,"六险一金,年终奖金,节日福利,周末双休","['1', '3']",2.0,"['8', '12']",9.0
中腾信金融信息服务（上海）有限公司,中腾信,2000人以上,不需要融资,南山区,金融,互联网金融数据分析师,全职,产品/需求/项目类,数据分析,3-5年,本科,12k-18k,"年终奖,六险一金,平台大,五天7小时","['3', '5']",4.0,"['12', '18']",13.5
广发证券股份有限公司,广发证券,2000人以上,上市公司,南山区,金融,高级数据分析师,全职,开发/测试/运维类,数据开发,3-5年,硕士,25k-45k,"季度奖,年终奖,环境好,牛人多","['3', '5']",4.0,"['25', '45']",30.0
维沃移动通信有限公司,vivo,2000人以上,未融资,福田区,移动互联网,数据分析师,全职,开发/测试/运维类,数据开发,3-5年,本科,15k-30k,"股票期权,精英团队,弹性工作","['3', '5']",4.0,"['15', '30']",18.75
深圳达飞科技控股有限公司,达飞科技控股,2000人以上,不需要融资,福田区,"移动互联网,金融",数据分析师\主管,全职,开发/测试/运维类,数据开发,1-3年,本科,10k-20k,五险一金，年终奖金，员工旅游，定期体检,"['1', '3']",2.0,"['10', '20']",12.5
中国平安财产保险股份有限公司深圳分公司,平安产险深圳分公司,2000人以上,上市公司,福田区,金融,车商数据分析岗,全职,产品/需求/项目类,数据分析,1年以下,本科,8k-16k,"平台大,氛围佳,福利好,五险一金",['1'],1.0,"['8', '16']",10.0
深圳前海全民通金融资本控股集团有限公司,全民通控股,500-2000人,不需要融资,南山区,移动互联网,数据分析师,全职,产品/需求/项目类,数据分析,应届毕业生,本科,10k-15k,"五险一金,带薪年假,年终奖,年底双薪",[],0.0,"['10', '15']",11.25
深圳市万合乾德科技发展有限公司,万合乾德,15-50人,A轮,南山区,"移动互联网,生活服务",数据分析员/数据统计员/项目专员,全职,产品/需求/项目类,数据分析,1-3年,本科,5k-10k,"晋升大,腾讯众创,平台广,福利好","['1', '3']",2.0,"['5', '10']",6.25
深圳市宏智力科技有限公司,宏智力,15-50人,A轮,南山区,"移动互联网,电子商务",数据分析员（实习生亦可）,全职,产品/需求/项目类,数据分析,不限,本科,5k-9k,"做五休二,带薪年假,弹性工作,年度旅游",[],0.0,"['5', '9']",6.0
平安科技（深圳）有限公司,平安科技,2000人以上,不需要融资,福田区,金融,数据分析师（数据仓库）（深圳）,全职,开发/测试/运维类,数据开发,不限,本科,15k-20k,公司发展前景好，福利待遇好,[],0.0,"['15', '20']",16.25
深圳银盛金融集团有限公司,银盛金融,500-2000人,不需要融资,龙华新区,"移动互联网,金融",进销存数据分析员,全职,市场/商务/销售类,市场/营销,1-3年,本科,5k-8k,"五险一金,带薪年假,节日福利,绩效奖金","['1', '3']",2.0,"['5', '8']",5.75
深圳达飞科技控股有限公司,达飞科技控股,2000人以上,不需要融资,福田区,"移动互联网,金融",数据分析工程师,全职,产品/需求/项目类,数据分析,3-5年,本科,20k-40k,BAT团队、氛围好、技术牛,"['3', '5']",4.0,"['20', '40']",25.0
深圳市一面网络技术有限公司,一面数据,15-50人,A轮,南山区,"移动互联网,数据服务",数据分析师(商业方向，中高级）,全职,开发/测试/运维类,数据开发,3-5年,本科,15k-25k,"大数据领域,人工智能,清华系大牛,技术氛围浓","['3', '5']",4.0,"['15', '25']",17.5
深圳市名瑞德国际金融服务有限公司,深圳市名瑞德国际金融服务有限公司,50-150人,上市公司,福田区,金融,金融（数据分析师）助理,全职,金融类,证券/期货,不限,大专,6k-8k,"绩效奖金,带薪年假,美女多多,员工旅游",[],0.0,"['6', '8']",6.5
腾讯科技(深圳)有限公司,腾讯,2000人以上,上市公司,南山区,"移动互联网 ,游戏",高级数据分析师（深圳）,全职,开发/测试/运维类,数据开发,5-10年,本科,16k-32k,公司平台大，福利待遇好,"['5', '10']",7.5,"['16', '32']",20.0
沃尔玛（中国）投资有限公司,Walmart China,2000人以上,上市公司,福田区,"电子商务,其他",市场数据分析师,全职,产品/需求/项目类,数据分析,1-3年,本科,8k-9k,"发展平台大,数据分析,五百强企业,工作环境好","['1', '3']",2.0,"['8', '9']",8.25
小黄狗环保科技有限公司,小黄狗环保科技有限公...,2000人以上,D轮及以上,南山区,"移动互联网,生活服务",资深数据分析师,全职,开发/测试/运维类,数据开发,3-5年,本科,15k-30k,"团队年轻,福利多,年终奖,朝阳行业","['3', '5']",4.0,"['15', '30']",18.75
深圳市前海云集品电子商务有限公司,前海云集品,150-500人,未融资,福田区,"电子商务,移动互联网",市场数据分析师,全职,市场/商务/销售类,市场/营销,1-3年,大专,8k-10k,"五险一金,带薪年假,节日福利,周末双休","['1', '3']",2.0,"['8', '10']",8.5
深圳金夸克数字科技有限公司,深圳金夸克数字科技有限公司,50-150人,不需要融资,罗湖区,"移动互联网,金融",数据分析（统计学/经济学）,全职,运营/编辑/客服,审核,1-3年,本科,6k-8k,"带薪年假,节假日福利,周末双休,下午茶","['1', '3']",2.0,"['6', '8']",6.5
厦门吉比特网络技术股份有限公司,吉比特,150-500人,上市公司,南山区,游戏,数据分析师（挖掘方向）,全职,开发/测试/运维类,数据开发,3-5年,本科,15k-20k,"上市公司,上升空间大,薪资福利好,海量数据","['3', '5']",4.0,"['15', '20']",16.25
北京思恩客科技有限公司,蓝色光标SNK,150-500人,不需要融资,南山区,"移动互联网,游戏",数据分析专员,全职,开发/测试/运维类,数据开发,不限,大专,6k-8k,"六险一金,旅游补贴,下午茶",[],0.0,"['6', '8']",6.5
深圳市丰宜科技有限公司,顺丰-丰e足食,2000人以上,上市公司,南山区,"移动互联网,O2O",数据分析专员,全职,产品/需求/项目类,数据分析,3-5年,本科,12k-18k,"发展空间大,公司规模大","['3', '5']",4.0,"['12', '18']",13.5
广州瀚信通信科技股份有限公司,广州瀚信,500-2000人,B轮,福田区,移动互联网,数据分析师（深圳）,全职,产品/需求/项目类,数据分析,1-3年,本科,9k-12k,"双休,数据分析,数据挖掘,五险一金","['1', '3']",2.0,"['9', '12']",9.75
深圳世联行地产顾问股份有限公司,世联行,2000人以上,上市公司,罗湖区,企业服务,地产数据分析专员,全职,其他,房地产|建筑业,3-5年,本科,7k-14k,上市公司大平台，工作氛围好，发展前景好,"['3', '5']",4.0,"['7', '14']",8.75
百度在线网络技术（北京）有限公司,百度,2000人以上,不需要融资,南山区,"移动互联网,数据服务",数据挖掘/数据分析工程师,全职,开发/测试/运维类,数据开发,3-5年,本科,20k-40k,"大平台,海景办公楼,狼性团队,成长空间大","['3', '5']",4.0,"['20', '40']",25.0
广东欧珀移动通信有限公司,OPPO,2000人以上,不需要融资,南山区,移动互联网,数据分析助理,全职,产品/需求/项目类,数据分析,1-3年,本科,5k-10k,"优厚福利,海景办公","['1', '3']",2.0,"['5', '10']",6.25
腾讯科技(深圳)有限公司,腾讯,2000人以上,上市公司,南山区,"移动互联网 ,游戏",GY0-数据分析工程师（深圳）,全职,开发/测试/运维类,数据开发,1-3年,本科,15k-30k,"大平台,鹅厂福利,薪资优渥","['1', '3']",2.0,"['15', '30']",18.75
深圳银盛金融集团有限公司,银盛金融,500-2000人,不需要融资,龙华新区,"移动互联网,金融",库存数据分析员,全职,产品/需求/项目类,数据分析,1-3年,本科,6k-12k,"五险一金,带薪年假,节日福利,绩效奖金","['1', '3']",2.0,"['6', '12']",7.5
深圳市康恩诺科技有限公司,康恩诺,2000人以上,不需要融资,福田区,"移动互联网,电子商务",资深大数据分析师,全职,开发/测试/运维类,数据开发,5-10年,本科,50k-100k,"薪资高,有晋升空间","['5', '10']",7.5,"['50', '100']",62.5
深圳回收宝科技有限公司,回收宝,150-500人,B轮,南山区,"移动互联网,电子商务",产品经理（数据分析）,全职,产品/需求/项目类,产品设计/需求分析,3-5年,本科,15k-30k,大牛云集,"['3', '5']",4.0,"['15', '30']",18.75
深圳旺金金融信息服务有限公司,投哪网,2000人以上,C轮,福田区,金融,高级数据分析师 （分析经理）,全职,产品/需求/项目类,数据分析,3-5年,本科,18k-36k,"五险一金,朝九晚六,节假日福利,健身房","['3', '5']",4.0,"['18', '36']",22.5
深圳米筐科技有限公司,米筐 (Ricequant),50-150人,A轮,南山区,金融,高级量化研究员 行业研究 数据分析,全职,金融类,风控,不限,本科,8k-16k,"超长年假,美女如云,成长空间,扁平组织",[],0.0,"['8', '16']",10.0
中腾信金融信息服务（上海）有限公司,中腾信,2000人以上,不需要融资,南山区,金融,数据分析师（贷中与数据决策方向）,全职,产品/需求/项目类,数据分析,1-3年,本科,8k-16k,"互联网金融,大平台,奖金丰厚","['1', '3']",2.0,"['8', '16']",10.0
深圳市珍爱网信息技术有限公司,珍爱网,2000人以上,不需要融资,南山区,"社交网络,生活服务",高级数据分析师（平台技术部）,全职,产品/需求/项目类,数据分析,3-5年,本科,15k-25k,"项目前景好,团队氛围棒","['3', '5']",4.0,"['15', '25']",17.5
深圳市第一波网络科技有限公司,第一波,50-150人,不需要融资,南山区,游戏,数据分析师（游戏）,全职,产品/需求/项目类,数据分析,3-5年,大专,10k-20k,"一档医疗,免费下午茶,福利多多,项目、绩效","['3', '5']",4.0,"['10', '20']",12.5
哈勒贸易（深圳)有限公司,thestudio,50-150人,A轮,罗湖区,电子商务,供应链数据分析师,全职,市场/商务/销售类,供应链,3-5年,本科,8k-16k,"快速发展,五险一金,带薪年假,年底奖金","['3', '5']",4.0,"['8', '16']",10.0
链家网深圳分公司,深圳链家网,2000人以上,不需要融资,福田区,O2O,业务数据分析师,全职,运营/编辑/客服,运营,1-3年,本科,5k-8k,"晋升空间大,周末双休,节日福利,下午茶","['1', '3']",2.0,"['5', '8']",5.75
深圳视界信息技术有限公司,八爪鱼,50-150人,A轮,南山区,数据服务,产品经理（数据分析）,全职,产品/需求/项目类,产品设计/需求分析,3-5年,本科,15k-30k,"周末双休,五险一金,大数据,NLP","['3', '5']",4.0,"['15', '30']",18.75
深圳市名瑞德国际金融服务有限公司,深圳市名瑞德国际金融服务有限公司,50-150人,上市公司,福田区,金融,金融数据分析师交易员,全职,金融类,证券/期货,不限,不限,8k-15k,"周末双休,弹性工作,绩效奖金,聚会旅游",[],0.0,"['8', '15']",9.75
深圳航路信息服务有限公司,航路,50-150人,A轮,南山区,"移动互联网,企业服务",互联网数据分析师,全职,产品/需求/项目类,数据分析,1-3年,本科,8k-16k,"领导好,美女多,氛围好,弹性工作制","['1', '3']",2.0,"['8', '16']",10.0
深圳市小窝金融信息服务有限公司,小窝金服,150-500人,A轮,南山区,金融,数据分析建模经理,全职,金融类,风控,3-5年,本科,20k-30k,"消费金融,家装分期贷,平台空间大,行业前景好","['3', '5']",4.0,"['20', '30']",22.5
腾讯科技(深圳)有限公司,腾讯,2000人以上,上市公司,南山区,"移动互联网 ,游戏",SNG16-数据分析工程师（深圳）,全职,开发/测试/运维类,数据开发,不限,硕士,20k-40k,"鹅厂福利,发展平台,免费班车",[],0.0,"['20', '40']",25.0
深圳市珍爱网信息技术有限公司,珍爱网,2000人以上,不需要融资,南山区,"社交网络,生活服务",数据分析师（2018春季校园招聘）,全职,产品/需求/项目类,数据分析,应届毕业生,本科,8k-15k,"导师制,团队氛围棒,项目前景好",[],0.0,"['8', '15']",9.75
马上消费金融股份有限公司,马上金融,2000人以上,不需要融资,福田区,"金融,移动互联网",Risk-反欺诈数据分析师,全职,产品/需求/项目类,数据分析,不限,本科,12k-24k,大型持牌互联网消费金融、五险一金、14薪,[],0.0,"['12', '24']",15.0
广丰集团有限公司,广丰集团,150-500人,不需要融资,南山区,不限,高级数据分析师,全职,开发/测试/运维类,数据开发,3-5年,本科,25k-35k,"弹性工作制,大牛云集","['3', '5']",4.0,"['25', '35']",27.5
深圳市开呗养车科技有限公司,开呗养车,50-150人,天使轮,南山区,生活服务,电商数据分析师,全职,运营/编辑/客服,运营,1-3年,大专,6k-12k,"数据分析,市场调研,高额奖金","['1', '3']",2.0,"['6', '12']",7.5
深圳市随手科技有限公司,随手科技,500-2000人,C轮,南山区,"移动互联网,金融",高级数据分析师（App方向）,全职,产品/需求/项目类,数据分析,5-10年,本科,15k-25k,"六险一金,弹性工作时,周末双休,晋升调薪","['5', '10']",7.5,"['15', '25']",17.5
深圳市名瑞德国际金融服务有限公司,深圳市名瑞德国际金融服务有限公司,50-150人,上市公司,福田区,金融,金融外汇数据分析师,全职,金融类,证券/期货,不限,大专,6k-8k,"绩效奖金,带薪年假,弹性工作,美女多多",[],0.0,"['6', '8']",6.5
深圳前海鹏元数据技术有限公司,鹏元数据技术,15-50人,天使轮,福田区,"数据服务,金融",金融数据分析师,全职,金融类,风控,3-5年,本科,10k-20k,"债券分析,数据分析,行业研究","['3', '5']",4.0,"['10', '20']",12.5
武汉佰钧成技术有限责任公司,武汉佰钧成技术有限公司,2000人以上,不需要融资,南山区,移动互联网,微信游戏数据分析,全职,产品/需求/项目类,数据分析,3-5年,大专,8K-9K,六险一金&nbsp;朝9晚6&nbsp;双休&nbsp;年底双薪,"['3', '5']",4.0,"['8', '9']",8.25
北京京东世纪贸易有限公司,京东集团,2000人以上,上市公司,宝安区,"电子商务,数据服务",离线数据分析（微信手Q业务部）,全职,开发/测试/运维类,数据开发,1-3年,本科,15k-30k,"免费班车,餐费补贴,商业保险,弹性工时","['1', '3']",2.0,"['15', '30']",18.75
广东欧珀移动通信有限公司,OPPO,2000人以上,不需要融资,南山区,移动互联网,高级数据分析工程师,全职,技术,高端技术职位,3-5年,本科,15k-30k,核心事业群 千万级日活 氛围好 组织扁平,"['3', '5']",4.0,"['15', '30']",18.75
深圳冰川网络股份有限公司,冰川网络,500-2000人,上市公司,南山区,游戏,游戏数据分析师,全职,产品/需求/项目类,数据分析,1-3年,本科,10k-20k,"免费体检,年度旅游,带薪年假,扁平管理","['1', '3']",2.0,"['10', '20']",12.5
中腾信金融信息服务（上海）有限公司,中腾信,2000人以上,不需要融资,南山区,金融,反欺诈数据分析师,全职,金融类,银行,1-3年,本科,9k-16k,"丰厚年终奖,六险一金,平台好,薪资开放","['1', '3']",2.0,"['9', '16']",10.75
平安科技（深圳）有限公司,平安科技,2000人以上,不需要融资,福田区,金融,数据分析专员（深圳）,全职,产品/需求/项目类,数据分析,不限,本科,10k-15k,世界500强 带薪年假 节日福利 绩效丰厚,[],0.0,"['10', '15']",11.25
深圳市淘乐趣贸易有限公司,淘乐趣,少于15人,不需要融资,福田区,"移动互联网,电子商务",数据分析专员（电商方向）,全职,产品/需求/项目类,数据分析,1-3年,大专,6k-8k,"五险一金,地铁口上班,双休,弹性工作","['1', '3']",2.0,"['6', '8']",6.5
深圳市随手科技有限公司,随手科技,500-2000人,C轮,南山区,"移动互联网,金融",高级风险数据分析师,全职,产品/需求/项目类,项目管理,5-10年,本科,15k-30k,"节日福利多,涨薪快,晋升空间大,平台大","['5', '10']",7.5,"['15', '30']",18.75
武汉佰钧成技术有限责任公司,武汉佰钧成技术有限公司,2000人以上,不需要融资,南山区,移动互联网,微信游戏数据分析,全职,运营/编辑/客服,运营,3-5年,大专,7k-8k,"五险一金,周末双休,十三薪,免费班车","['3', '5']",4.0,"['7', '8']",7.25
腾讯科技(深圳)有限公司,腾讯,2000人以上,上市公司,南山区,"移动互联网 ,游戏",数据分析工程师（深圳）,全职,开发/测试/运维类,数据开发,1-3年,本科,15k-30k,"大平台,薪酬福利,职业发展","['1', '3']",2.0,"['15', '30']",18.75
中腾信金融信息服务（上海）有限公司,中腾信,2000人以上,不需要融资,南山区,金融,消费金融数据分析师,全职,金融类,风控,1-3年,本科,8k-13k,"大平台,奖金丰厚","['1', '3']",2.0,"['8', '13']",9.25
深圳冰川网络股份有限公司,冰川网络,500-2000人,上市公司,南山区,游戏,游戏数据分析师,全职,产品/需求/项目类,数据分析,1-3年,本科,10k-20k,"空间大,领导nic,项目奖金","['1', '3']",2.0,"['10', '20']",12.5
深圳市人人聚财金融信息服务有限公司,人人聚财,2000人以上,A轮,南山区,金融,风险管理（高级）数据分析师-风险管理部,全职,金融类,风控,3-5年,本科,10k-20k,"数据分析,风险管理","['3', '5']",4.0,"['10', '20']",12.5
深圳市博函信息技术有限公司,博函技术,15-50人,不需要融资,福田区,"移动互联网,企业服务",数据分析师（数据挖掘工程师）,全职,开发/测试/运维类,数据开发,1-3年,本科,7k-14k,"需求分析,数据提取,数据挖掘,模型建立","['1', '3']",2.0,"['7', '14']",8.75
凤金普惠信息咨询（深圳）有限公司,凤金普惠,150-500人,不需要融资,南山区,金融,渠道质量分析岗（数据分析）,全职,产品/需求/项目类,数据分析,1-3年,本科,8k-16k,"福利好,平台大,薪资高,假期多","['1', '3']",2.0,"['8', '16']",10.0
维沃移动通信有限公司,vivo,2000人以上,未融资,福田区,移动互联网,游戏数据分析师,全职,开发/测试/运维类,数据开发,5-10年,本科,50k-90k,"大数据平台,千万级用户,股票期权,精英团","['5', '10']",7.5,"['50', '90']",60.0
亿达信息技术（深圳）有限公司,YIDATEC,2000人以上,不需要融资,南山区,"移动互联网,游戏",数据分析文员,全职,产品/需求/项目类,数据分析,1-3年,大专,6k-8k,"免费班车,免费早餐,周末双休,六险一金","['1', '3']",2.0,"['6', '8']",6.5
深圳依时货拉拉科技有限公司,货拉拉手机打车软件,2000人以上,C轮,福田区,"移动互联网,O2O",培训数据分析专家(J11050),全职,市场/商务/销售类,市场/营销,1-3年,大专,6k-9k,"周末双休,绩效奖金,带薪年假","['1', '3']",2.0,"['6', '9']",6.75
上海微创软件股份有限公司北京分公司,微创,2000人以上,上市公司,南山区,"移动互联网,电子商务",微信游戏数据分析,全职,产品/需求/项目类,数据分析,1-3年,大专,7k-9k,"双休,六险一金,免费班车,免费早餐","['1', '3']",2.0,"['7', '9']",7.5
深圳市思迪信息技术股份有限公司,思迪股份,500-2000人,B轮,南山区,"移动互联网,金融",数据分析师（机器学习）,全职,开发/测试/运维类,数据开发,1-3年,本科,10k-20k,"六险一金,弹性上班","['1', '3']",2.0,"['10', '20']",12.5
招商证券股份有限公司,招商证券信息技术中心,2000人以上,上市公司,南山区,"招聘,其他",数据分析中级经理,全职,开发/测试/运维类,数据开发,1-3年,本科,20k-35k,"金融,科技","['1', '3']",2.0,"['20', '35']",23.75
上海一米投资管理有限公司,易付税,150-500人,A轮,南山区,"移动互联网,金融",数据分析师（大数据风控）,全职,金融类,风控,3-5年,本科,15k-30k,"国资平台,银行高管,扁平管理,年终奖金","['3', '5']",4.0,"['15', '30']",18.75
武汉佰钧成技术有限责任公司,武汉佰钧成技术有限公司,2000人以上,不需要融资,南山区,移动互联网,微信游戏数据分析,全职,运营/编辑/客服,运营,3-5年,大专,7k-8k,"数据分析,微信游戏,数据敏感,游戏分析","['3', '5']",4.0,"['7', '8']",7.25
深圳市随手科技有限公司,随手科技,500-2000人,C轮,南山区,"移动互联网,金融",数据分析师（贷款方向）,全职,产品/需求/项目类,数据分析,3-5年,本科,13k-25k,"互联网金融,平台好,发展空间大,氛围好","['3', '5']",4.0,"['13', '25']",16.0
腾讯科技(深圳)有限公司,腾讯,2000人以上,上市公司,南山区,"移动互联网 ,游戏",腾讯（深圳）大数据-数据挖掘、数据分析工程师,全职,开发/测试/运维类,数据开发,1-3年,硕士,20k-40k,"战略方向,大数据营销,智慧零售","['1', '3']",2.0,"['20', '40']",25.0
亿达信息技术（深圳）有限公司,YIDATEC,2000人以上,不需要融资,南山区,"移动互联网,游戏",数据分析产品经理,全职,运营/编辑/客服,运营,1-3年,本科,6k-7k,"免费班车,免费早餐,六险一金,绩效+津贴","['1', '3']",2.0,"['6', '7']",6.25
上海一米投资管理有限公司,易付税,150-500人,A轮,南山区,"移动互联网,金融",数据分析师（大数据风控）,全职,金融类,风控,3-5年,本科,15k-30k,"国资平台,银行高管,扁平管理,年终奖金","['3', '5']",4.0,"['15', '30']",18.75
环球资源广告（深圳）有限公司,环球资源,2000人以上,上市公司,福田区,"O2O,电子商务",Business Analyst(商业数据分析员）,全职,产品/需求/项目类,数据分析,1-3年,本科,5k-10k,"大平台,福利完善,发展空间大","['1', '3']",2.0,"['5', '10']",6.25
深圳前海联动云汽车租赁有限公司,前海联动云,2000人以上,不需要融资,罗湖区,"O2O,生活服务",风控数据分析师,全职,金融类,风控,1-3年,本科,7k-14k,"共享汽车,汽车出行,汽车金融,以租代购","['1', '3']",2.0,"['7', '14']",8.75
马上消费金融股份有限公司,马上金融,2000人以上,不需要融资,福田区,"金融,移动互联网",Risk-风控数据分析师-深圳,全职,开发/测试/运维类,数据开发,不限,本科,15k-30k,"大型持牌,五险一金,14薪",[],0.0,"['15', '30']",18.75
深圳云天励飞技术有限公司,云天励飞,150-500人,A轮,福田区,移动互联网,数据分析挖掘服务架构师/开发总监,全职,开发/测试/运维类,数据开发,5-10年,本科,25k-50k,"六险一金,技术大牛,优秀团队,节日福利","['5', '10']",7.5,"['25', '50']",31.25
深圳市环球易购电子商务有限公司,环球易购,2000人以上,上市公司,南山区,电子商务,运营数据分析专家,全职,开发/测试/运维类,数据开发,5-10年,本科,30k-35k,大平台,"['5', '10']",7.5,"['30', '35']",31.25
广东腾南网络信息科技有限公司,腾讯•大粤网,150-500人,未融资,南山区,"移动互联网,O2O",数据分析师（政务项目）,全职,运营/编辑/客服,运营,1-3年,本科,8k-16k,"团队氛围,发展空间,互联网+","['1', '3']",2.0,"['8', '16']",10.0
深圳市大疆创新科技有限公司,DJI大疆创新,2000人以上,未融资,南山区,"移动互联网,硬件",飞行数据分析高级专员/专员,全职,产品/需求/项目类,数据分析,1-3年,本科,8k-13k,"飞行数据,无人机,大疆","['1', '3']",2.0,"['8', '13']",9.25
广州御银科技股份有限公司,御银科技,500-2000人,上市公司,福田区,金融,数据分析工程师（大数据分析挖掘方向）,全职,产品/需求/项目类,数据分析,1-3年,本科,10k-13k,"周末双休,五险一金,年度体检,年度旅游","['1', '3']",2.0,"['10', '13']",10.75
中腾信金融信息服务（上海）有限公司,中腾信,2000人以上,不需要融资,南山区,金融,数据分析师（信贷政策方向）,全职,金融类,风控,3-5年,本科,12k-22k,"补充医疗,丰厚年终奖,绩效奖金,定期体检","['3', '5']",4.0,"['12', '22']",14.5
武汉佰钧成技术有限责任公司,武汉佰钧成技术有限公司,2000人以上,不需要融资,南山区,移动互联网,微信游戏数据分析,全职,运营/编辑/客服,运营,3-5年,大专,7k-8k,"五险一金,带薪年假,节日福利","['3', '5']",4.0,"['7', '8']",7.25
深圳市随手科技有限公司,随手科技,500-2000人,C轮,南山区,"移动互联网,金融",中级数据分析师（App方向）,全职,开发/测试/运维类,数据开发,3-5年,本科,10k-20k,"六险一金,弹性工作时,周末双休,晋升调休","['3', '5']",4.0,"['10', '20']",12.5
腾讯科技(深圳)有限公司,腾讯,2000人以上,上市公司,南山区,"移动互联网 ,游戏",SNG_BI_高级数据分析师,全职,开发/测试/运维类,数据开发,3-5年,本科,20k-40k,"良好的氛围,机会多,业务范围广","['3', '5']",4.0,"['20', '40']",25.0
深圳金夸克数字科技有限公司,深圳金夸克数字科技有限公司,50-150人,不需要融资,罗湖区,"移动互联网,金融",数据分析（区块链/数字货币）,全职,运营/编辑/客服,运营,1-3年,本科,6k-10k,"带薪年假,节假日福利,周末双休,下午茶","['1', '3']",2.0,"['6', '10']",7.0
中腾信金融信息服务（上海）有限公司,中腾信,2000人以上,不需要融资,南山区,金融,数据分析师（风险控制方向）,全职,产品/需求/项目类,数据分析,1-3年,本科,8k-15k,"大平台,奖金丰厚","['1', '3']",2.0,"['8', '15']",9.75
深圳凯撒网络科技有限公司,凯撒文化,500-2000人,上市公司,南山区,"游戏,移动互联网",游戏运营数据分析,全职,运营/编辑/客服,编辑,1-3年,本科,10k-15k,"上市公司,弹性考勤,双休,领导棒","['1', '3']",2.0,"['10', '15']",11.25
北京斗米优聘科技发展有限公司,斗米,500-2000人,B轮,南山区,"移动互联网,O2O",数据分析专员（运营专员）,全职,市场/商务/销售类,市场/营销,1-3年,大专,5k-8k,"高薪互联网,弹性工作,扁平管理,晋升空间大","['1', '3']",2.0,"['5', '8']",5.75
平安科技（深圳）有限公司,平安科技,2000人以上,不需要融资,福田区,金融,经营分析岗（经营数据分析方向）（深圳）,全职,综合职能类,财务,不限,本科,10k-15k,500强，福利待遇,[],0.0,"['10', '15']",11.25
深圳市尚游网络科技有限公司,尚游游戏,150-500人,不需要融资,南山区,游戏,游戏运营（数据分析方向）,全职,运营/编辑/客服,运营,1-3年,本科,10k-20k,"稳定平台,做事情空间,充分话语权,团队给力","['1', '3']",2.0,"['10', '20']",12.5
深圳花样年投资咨询有限公司,花样年金融,150-500人,不需要融资,南山区,移动互联网,风控模型数据分析师,全职,金融类,风控,1-3年,本科,15k-25k,"平台大,发展快,老板好","['1', '3']",2.0,"['15', '25']",17.5
深圳市海云天科技股份有限公司,海云天科技,500-2000人,上市公司,南山区,"移动互联网,教育",数据分析工程师（互联网+教育）,全职,开发/测试/运维类,数据开发,3-5年,本科,8k-15k,上市公司 大平台 大发展 高福利,"['3', '5']",4.0,"['8', '15']",9.75
深圳市迷你玩科技有限公司,迷你玩,50-150人,B轮,南山区,游戏,运营总监（数据分析向）,全职,运营/编辑/客服,运营,应届毕业生,大专,30k-50k,领导好,[],0.0,"['30', '50']",35.0
上海海万信息科技股份有限公司,江苏亿科达,500-2000人,不需要融资,福田区,"移动互联网,金融",Python 数据分析,全职,产品/需求/项目类,数据分析,3-5年,大专,13k-25k,"最先进的技,大项目,交通便利,环境好","['3', '5']",4.0,"['13', '25']",16.0
深圳市恒波商业连锁有限公司,恒波集团,2000人以上,上市公司,南山区,其他,大数据分析/数据平台开发/数据挖掘/数据仓库,全职,开发/测试/运维类,数据开发,3-5年,不限,25k-50k,"平台大,技术牛,薪资福利佳","['3', '5']",4.0,"['25', '50']",31.25
