公司全名,公司简称,公司规模,融资阶段,区域,行业,职位名称,工作性质,一级类别,二级类别,工作经验,学历要求,工资,职位福利,工作年限,经验要求,salary,月工资
深圳市彬讯科技有限公司,土巴兔,2000人以上,C轮,南山区,"移动互联网,O2O",数据分析师（高级）,全职,开发/测试/运维类,数据开发,5-10年,本科,20k-40k,"节日福利,五险一金,绩效奖金,带薪年假","['5', '10']",7.5,"['20', '40']",25.0
深圳市一满乐科技有限公司,一满乐,15-50人,A轮,南山区,移动互联网,数据分析师,全职,产品/需求/项目类,数据分析,3-5年,本科,10k-15k,"硅谷团队,一线创投,前沿科技","['3', '5']",4.0,"['10', '15']",11.25
北京思恩客科技有限公司,蓝色光标SNK,150-500人,不需要融资,南山区,"移动互联网,游戏",数据分析专员,全职,开发/测试/运维类,数据开发,不限,本科,5k-8k,"4A公司,平台大,晋升快",[],0.0,"['5', '8']",5.75
卫盈联信息技术（深圳）有限公司,我来贷WeLab,500-2000人,B轮,南山区,金融,高级业务数据分析师,全职,产品/需求/项目类,数据分析,5-10年,本科,15k-25k,"B+轮,团队牛,培训多,假期长","['5', '10']",7.5,"['15', '25']",17.5
深圳融信网金融信息科技有限公司,深圳融信网金集团,150-500人,A轮,福田区,"移动互联网,金融",数据分析师,全职,开发/测试/运维类,数据开发,3-5年,本科,10k-15k,"测试,分析,诊断,监控","['3', '5']",4.0,"['10', '15']",11.25
深圳市言信文化传媒有限公司,言信文化,15-50人,不需要融资,福田区,移动互联网,数据分析,全职,产品/需求/项目类,数据分析,不限,大专,4k-6k,"晋升空间大,五险一金,五天七小时,国内外游",[],0.0,"['4', '6']",4.5
深圳市池龙服装有限公司,池龙服装,150-500人,不需要融资,南山区,生活服务,数据分析专员,全职,开发/测试/运维类,数据开发,1-3年,大专,5k-8k,"奖金,绩效,年总奖,旅游","['1', '3']",2.0,"['5', '8']",5.75
深圳市科安数字有限公司,科安数字,150-500人,上市公司,龙岗区,"移动互联网,电子商务",数据分析员,全职,产品/需求/项目类,数据分析,1-3年,本科,8k-15k,"数据分析,发展空间大,有牛人带领","['1', '3']",2.0,"['8', '15']",9.75
北京思恩客科技有限公司,蓝色光标SNK,150-500人,不需要融资,南山区,"移动互联网,游戏",数据分析经理,全职,开发/测试/运维类,数据开发,3-5年,大专,9k-13k,"4A公司,正规,平台好,晋升快","['3', '5']",4.0,"['9', '13']",10.0
深圳市闪聚互动网络科技有限公司,闪聚,15-50人,A轮,南山区,"移动互联网,社交网络",数据分析师,全职,产品/需求/项目类,数据分析,1-3年,本科,10k-20k,"福利好,氛围轻松","['1', '3']",2.0,"['10', '20']",12.5
深圳虾皮信息科技有限公司,Shopee,2000人以上,上市公司,南山区,电子商务,高级数据分析师,全职,开发/测试/运维类,数据开发,5-10年,本科,30k-50k,"新加坡公司,东南亚电商,15天年假,大牛多","['5', '10']",7.5,"['30', '50']",35.0
深圳市辣妈帮科技有限公司,辣妈帮,500-2000人,D轮及以上,南山区,移动互联网,数据分析工程师,全职,开发/测试/运维类,数据开发,1-3年,本科,10k-15k,"成长快速,大牛团队,年终丰厚,花式福利","['1', '3']",2.0,"['10', '15']",11.25
深圳市前瞻商业资讯有限公司,前瞻资讯,150-500人,未融资,福田区,企业服务,数据分析师,全职,运营/编辑/客服,运营,1-3年,本科,5k-8k,"上市公司,双休氛围好,发展空间大,带薪年假","['1', '3']",2.0,"['5', '8']",5.75
万科物业发展有限公司,万科物业,2000人以上,不需要融资,福田区,"O2O,生活服务",高级数据分析师,全职,产品/需求/项目类,数据分析,3-5年,本科,15k-25k,"弹性工作,团队好","['3', '5']",4.0,"['15', '25']",17.5
深圳乐信软件技术有限公司,乐信,2000人以上,上市公司,南山区,移动互联网,资产数据分析 (MJ000102),全职,开发/测试/运维类,数据开发,3-5年,本科,15k-22k,"美股上市,金融科技,福利多多,团队专业","['3', '5']",4.0,"['15', '22']",16.75
深圳布谷鸟信息科技有限公司,布谷鸟科技,500-2000人,不需要融资,南山区,"电子商务,移动互联网",数据分析助理,全职,产品/需求/项目类,数据分析,1年以下,本科,7k-12k,"晋升空间大,成长平台好",['1'],1.0,"['7', '12']",8.25
科天智慧云（广州）信息科技有限公司,科天智慧云,150-500人,不需要融资,南山区,"移动互联网,其他",数据分析师,全职,产品/需求/项目类,数据分析,5-10年,本科,15k-25k,"绩效奖金,带薪年假,年底奖金,弹性工作","['5', '10']",7.5,"['15', '25']",17.5
深圳市暴击互动娱乐有限公司,暴击互娱,50-150人,不需要融资,南山区,"移动互联网,游戏",数据分析师,全职,开发/测试/运维类,数据开发,不限,大专,4k-6k,"五险一金,弹性工作,定期体检,员工旅游",[],0.0,"['4', '6']",4.5
富德生命人寿保险股份有限公司,富德生命人寿总公司电子商务中心,2000人以上,D轮及以上,福田区,"电子商务,金融",数据分析,全职,产品/需求/项目类,数据分析,1-3年,本科,8k-13k,"发展空间大,扁平化管理,工资福利优,氛围活跃","['1', '3']",2.0,"['8', '13']",9.25
厦门美图之家科技有限公司,美图公司,2000人以上,上市公司,南山区,"移动互联网,硬件",数据分析师（美图秀秀）-深圳,全职,开发/测试/运维类,数据开发,3-5年,大专,20k-30k,海量用户，明星产品，数据驱动,"['3', '5']",4.0,"['20', '30']",22.5
深圳蒂爵科技有限公司,蒂爵,500-2000人,不需要融资,南山区,"电子商务,其他",数据分析,全职,产品/需求/项目类,数据分析,1-3年,大专,6k-8k,年轻团队,"['1', '3']",2.0,"['6', '8']",6.5
深圳市创梦天地科技有限公司,乐逗游戏,500-2000人,上市公司,南山区,移动互联网,数据分析专家,全职,开发/测试/运维类,数据开发,5-10年,本科,60k-100k,"福利好,待遇优厚","['5', '10']",7.5,"['60', '100']",70.0
广东欧珀移动通信有限公司,OPPO,2000人以上,不需要融资,南山区,移动互联网,数据分析师,全职,开发/测试/运维类,数据开发,1-3年,本科,15k-30k,核心事业群 千万级日活 氛围好 组织扁平,"['1', '3']",2.0,"['15', '30']",18.75
深圳森香科技有限公司,森香,15-50人,不需要融资,南山区,金融,数据分析,全职,金融类,风控,不限,本科,4k-6k,"扁平管理,五险一金,公司福利好,员工旅游",[],0.0,"['4', '6']",4.5
深圳京润珍珠电子商务有限公司,京润珍珠电商,150-500人,不需要融资,福田区,电子商务,数据分析员,全职,产品/需求/项目类,数据分析,1-3年,大专,6k-9k,"数据分析,周末双休,节假日福利,五险一金","['1', '3']",2.0,"['6', '9']",6.75
维沃移动通信有限公司,vivo,2000人以上,未融资,福田区,移动互联网,资深数据分析师,全职,开发/测试/运维类,数据开发,5-10年,本科,15k-25k,"团队有激情,工作有挑战,付出有回报,能留住人才","['5', '10']",7.5,"['15', '25']",17.5
深圳市房多多网络科技有限公司,房多多,2000人以上,C轮,南山区,"移动互联网,O2O",数据分析师,全职,开发/测试/运维类,数据开发,3-5年,本科,13k-26k,"发展空间大,平台大,领导好","['3', '5']",4.0,"['13', '26']",16.25
深圳依时货拉拉科技有限公司,货拉拉手机打车软件,2000人以上,C轮,福田区,"移动互联网,O2O",数据分析组长J10846,全职,产品/需求/项目类,数据分析,5-10年,本科,15k-30k,"数据,互联网","['5', '10']",7.5,"['15', '30']",18.75
深圳市金畅进出口有限公司,金畅进出口,150-500人,未融资,龙岗区,"电子商务,移动互联网",数据分析专员,全职,产品/需求/项目类,数据分析,3-5年,大专,5k-9k,"旅游聚餐,年终分红,国内外培训,生日会/茶","['3', '5']",4.0,"['5', '9']",6.0
马上消费金融股份有限公司,马上金融,2000人以上,不需要融资,福田区,"金融,移动互联网",高级数据分析师,全职,产品/需求/项目类,数据分析,5-10年,本科,20k-25k,发展前景好&nbsp;&nbsp;&nbsp;竞争力薪资,"['5', '10']",7.5,"['20', '25']",21.25
深圳前海联动云汽车租赁有限公司,前海联动云,2000人以上,不需要融资,罗湖区,"O2O,生活服务",数据分析专员/主管,全职,其他,其它,1-3年,本科,6k-12k,"朝阳行业,实力雄厚,共享汽车,发展空间大","['1', '3']",2.0,"['6', '12']",7.5
深圳就位网科技有限公司,就位网,15-50人,未融资,宝安区,"企业服务,数据服务",数据分析/数据可视化/BI工程师,全职,产品/需求/项目类,数据分析,1-3年,不限,6k-8k,"五险一金,年终奖,专业培训","['1', '3']",2.0,"['6', '8']",6.5
富途网络科技（深圳）有限公司,富途网络,150-500人,C轮,南山区,"移动互联网,金融",数据分析,全职,开发/测试/运维类,数据开发,1-3年,本科,12k-24k,"各种团建,工作氛围好,行业独角兽,风口项","['1', '3']",2.0,"['12', '24']",15.0
前海企保科技（深圳）有限公司,前海企保,15-50人,A轮,南山区,"金融,企业服务",数据分析经理,全职,产品/需求/项目类,数据分析,1-3年,本科,10k-20k,"创新团队,AI新技术","['1', '3']",2.0,"['10', '20']",12.5
腾讯科技(深圳)有限公司,腾讯,2000人以上,上市公司,南山区,"移动互联网 ,游戏",MIG13-大数据分析师（深圳）,全职,开发/测试/运维类,数据开发,3-5年,本科,18k-36k,"大平台,大咖多,福利好","['3', '5']",4.0,"['18', '36']",22.5
深圳市勒朗国际贸易有限公司,勒朗国际,15-50人,不需要融资,龙华新区,"电子商务,移动互联网",数据分析师,全职,开发/测试/运维类,数据开发,3-5年,本科,7k-12k,"电商,奢侈品,五险一金,定期旅游","['3', '5']",4.0,"['7', '12']",8.25
深圳市随手科技有限公司,随手科技,500-2000人,C轮,南山区,"移动互联网,金融",高级数据分析师,全职,开发/测试/运维类,数据开发,5-10年,本科,15k-30k,"准上市公司,发展空间大,平台稳定","['5', '10']",7.5,"['15', '30']",18.75
深圳虾皮信息科技有限公司,Shopee,2000人以上,上市公司,南山区,电子商务,数据分析专家,全职,开发/测试/运维类,数据开发,5-10年,本科,30k-50k,"新加坡公司,东南亚电商,15天年假,大牛多","['5', '10']",7.5,"['30', '50']",35.0
深圳前海用友力合金融服务有限公司,友金所,500-2000人,不需要融资,南山区,金融,数据分析（建模方向）,全职,产品/需求/项目类,数据分析,3-5年,本科,15k-25k,"核心部门,发展空间大,团队氛围好","['3', '5']",4.0,"['15', '25']",17.5
深圳市康恩诺科技有限公司,康恩诺,2000人以上,不需要融资,福田区,"移动互联网,电子商务",资深数据分析经理,全职,开发/测试/运维类,数据开发,5-10年,本科,45k-90k,管理岗,"['5', '10']",7.5,"['45', '90']",56.25
顺丰科技有限公司,顺丰科技有限公司,500-2000人,不需要融资,南山区,"移动互联网,电子商务",00578-数据分析工程师,全职,开发/测试/运维类,数据开发,3-5年,本科,10k-15k,核心产品,"['3', '5']",4.0,"['10', '15']",11.25
厦门多快好省网络科技有限公司,多快好省,50-150人,不需要融资,南山区,金融,数据分析师（数据产品经理）,全职,产品/需求/项目类,数据分析,1-3年,本科,8k-16k,"薪酬福利好,平台背景强,成长空间大,团队氛围好","['1', '3']",2.0,"['8', '16']",10.0
广州市启畅金属制品有限公司,广州市启畅金属制品有限公司,150-500人,不需要融资,龙岗区,"移动互联网,电子商务",数据分析经理,全职,产品/需求/项目类,数据分析,5-10年,本科,15k-30k,"平台大,发展快,薪资高,双休","['5', '10']",7.5,"['15', '30']",18.75
深圳市天雅纸业制品有限公司,天雅纸业,50-150人,不需要融资,龙岗区,电子商务,数据分析师,全职,开发/测试/运维类,数据开发,1-3年,本科,5k-7k,"活力团队,弹性工作","['1', '3']",2.0,"['5', '7']",5.5
岩心科技（深圳）有限公司,AKULAKU,150-500人,B轮,南山区,"移动互联网,金融",数据分析师／风控反欺诈／海外消费金融,全职,金融类,风控,1-3年,本科,15k-25k,"有数据,有用户,发展空间,团队氛围","['1', '3']",2.0,"['15', '25']",17.5
深圳碳原子科技有限公司,SEE小电铺,150-500人,C轮,南山区,移动互联网,数据分析师,全职,开发/测试/运维类,数据开发,1-3年,本科,10k-20k,数据分析,"['1', '3']",2.0,"['10', '20']",12.5
深圳中为控股有限公司,深圳中为控股有限公司,15-50人,未融资,南山区,"电子商务,企业服务",数据分析专员,全职,运营/编辑/客服,运营,1年以下,大专,4k-6k,周末双休,['1'],1.0,"['4', '6']",4.5
深圳小微金融服务有限公司,深圳小微金融,150-500人,未融资,福田区,金融,数据分析师,全职,产品/需求/项目类,数据分析,3-5年,本科,8k-15k,"数据分析,预测","['3', '5']",4.0,"['8', '15']",9.75
跨越速运集团有限公司,跨越速运,2000人以上,不需要融资,南山区,其他,数据分析师(南山J10183),全职,开发/测试/运维类,数据开发,1-3年,本科,10k-15k,"钱多,平台大,晋升快,核心项目","['1', '3']",2.0,"['10', '15']",11.25
腾讯科技(深圳)有限公司,腾讯,2000人以上,上市公司,南山区,"移动互联网 ,游戏",数据分析师,全职,产品/需求/项目类,数据分析,3-5年,硕士,20k-40k,"海量数据,BI,AI,机器学习","['3', '5']",4.0,"['20', '40']",25.0
深圳市牛鼎丰科技有限公司,牛鼎丰科技,150-500人,不需要融资,南山区,"金融,移动互联网",资深数据分析师,全职,开发/测试/运维类,数据开发,5-10年,硕士,15k-30k,"弹性工作,大数据平台,精英团队","['5', '10']",7.5,"['15', '30']",18.75
深圳微品致远信息科技有限公司,中兴微品,150-500人,C轮,南山区,"移动互联网,电子商务",数据分析专员,全职,开发/测试/运维类,数据开发,1-3年,大专,8k-10k,带薪年假 定期体检 弹性工作 五险一金,"['1', '3']",2.0,"['8', '10']",8.5
深圳市中安信业创业投资有限公司,中安信业,2000人以上,不需要融资,福田区,金融,数据分析师（产品部）,全职,产品/需求/项目类,数据分析,3-5年,本科,10k-15k,"公司平台大,福利待遇好,发展空间广,部门氛围好","['3', '5']",4.0,"['10', '15']",11.25
乐格商业咨询（深圳）有限公司,乐格信息,150-500人,A轮,福田区,"企业服务,数据服务",数据分析师,全职,产品/需求/项目类,数据分析,1年以下,大专,3k-5k,"五险一金,带薪年假,欢迎应届生,周末双休",['1'],1.0,"['3', '5']",3.5
深圳市天盈互动网络技术有限公司,天天盈球,50-150人,不需要融资,南山区,移动互联网,数据分析专员,全职,产品/需求/项目类,数据分析,1-3年,本科,7k-14k,"带薪年假,年度旅游,薪酬福利好","['1', '3']",2.0,"['7', '14']",8.75
岩心科技（深圳）有限公司,AKULAKU,150-500人,B轮,南山区,"移动互联网,金融",数据分析师,全职,产品/需求/项目类,数据分析,1-3年,本科,10k-20k,"项目前景好,成长空间大,团队牛人多,期权激励","['1', '3']",2.0,"['10', '20']",12.5
深圳市乐玩互娱网络技术有限公司,乐玩互娱,50-150人,不需要融资,宝安区,游戏,数据分析师,全职,产品/需求/项目类,数据分析,1-3年,大专,8K-15K,待遇好 范围佳,"['1', '3']",2.0,"['8', '15']",9.75
深圳市铱硙医疗科技有限公司,脑医生,15-50人,A轮,罗湖区,"医疗健康,数据服务",基因数据分析专家,全职,产品/需求/项目类,产品设计/需求分析,1-3年,硕士,12K-18K,"人工智能,高端前沿,前景广阔","['1', '3']",2.0,"['12', '18']",13.5
亿达信息技术（深圳）有限公司,YIDATEC,2000人以上,不需要融资,南山区,"移动互联网,游戏",数据分析,全职,产品/需求/项目类,数据分析,1-3年,大专,7k-9k,"地铁周边,福利待遇好","['1', '3']",2.0,"['7', '9']",7.5
深圳链家房地产经纪有限公司,深圳链家房地产经纪有限公司,2000人以上,不需要融资,福田区,移动互联网、O2O,数据分析主管,全职,运营/编辑/客服,运营,1-3年,本科,10k-16k,"周末双休,年度双薪,绩效奖金,晋升机会多","['1', '3']",2.0,"['10', '16']",11.5
北京通力互联技术服务有限公司,通力互联,2000人以上,不需要融资,龙岗区,"电子商务,企业服务",数据分析工程师,全职,开发/测试/运维类,数据开发,3-5年,本科,13k-25k,"双休,福利健全,美女多,工资高","['3', '5']",4.0,"['13', '25']",16.0
维沃移动通信有限公司,vivo,2000人以上,未融资,福田区,移动互联网,资深大数据分析师,全职,开发/测试/运维类,数据开发,5-10年,本科,15k-25k,"团队有激情,工作有挑战,付出有回报,能留住人才","['5', '10']",7.5,"['15', '25']",17.5
摩根数字产业孵化集团（深圳）有限公司,摩根数字集团,150-500人,未融资,龙华新区,移动互联网,数据分析师,全职,开发/测试/运维类,数据开发,1-3年,大专,8k-10k,"包住,工作餐,带薪年假,节日福利","['1', '3']",2.0,"['8', '10']",8.5
北京燕文物流有限公司深圳分公司,燕文物流,500-2000人,未融资,宝安区,"电子商务,企业服务",数据分析员,全职,产品/需求/项目类,数据分析,1-3年,本科,4k-6k,"五险一金,双休,发展空间大","['1', '3']",2.0,"['4', '6']",4.5
深圳市法本信息技术股份有限公司,法本信息,2000人以上,上市公司,南山区,企业服务、移动互联网,数据分析,全职,产品/需求/项目类,数据分析,应届毕业生,大专,5k-8k,"班车接送,年终奖,五险一金,办公环境好",[],0.0,"['5', '8']",5.75
深圳南科大数据有限公司,南科大数据,15-50人,天使轮,福田区,"移动互联网,数据服务",数据分析师,全职,产品/需求/项目类,数据分析,1-3年,本科,15k-25k,"管理扁平化,老板好,办公环境好,薪酬福利好","['1', '3']",2.0,"['15', '25']",17.5
深圳市名瑞德国际金融服务有限公司,深圳市名瑞德国际金融服务有限公司,50-150人,上市公司,福田区,金融,诚聘外汇数据分析师,全职,金融类,证券/期货,不限,大专,6k-12k,"晋升空间大,薪资待遇好,工作自由",[],0.0,"['6', '12']",7.5
梦网荣信科技集团股份有限公司,梦网荣信科技集团,500-2000人,上市公司,南山区,移动互联网,数据分析师,全职,产品/需求/项目类,数据分析,1-3年,本科,10k-20k,"福利好,平台大","['1', '3']",2.0,"['10', '20']",12.5
岩心科技（深圳）有限公司,AKULAKU,150-500人,B轮,南山区,"移动互联网,金融",数据分析师/移动电商app,全职,产品/需求/项目类,数据分析,3-5年,不限,15k-25k,"东南亚最大,消费金融,电商APP,数据驱动","['3', '5']",4.0,"['15', '25']",17.5
梦网荣信科技集团股份有限公司,梦网荣信科技集团,500-2000人,上市公司,南山区,移动互联网,数据分析师,全职,产品/需求/项目类,数据分析,1-3年,本科,10k-20k,"福利好,平台大","['1', '3']",2.0,"['10', '20']",12.5
深圳市规划国土房产信息中心,深圳市规土委信息中心,150-500人,不需要融资,福田区,"信息安全,数据服务",数据分析师,全职,产品/需求/项目类,数据分析,1-3年,硕士,8k-15k,"五险一金,房补,饭补,双休","['1', '3']",2.0,"['8', '15']",9.75
深圳市万普拉斯科技有限公司,一加手机,500-2000人,未融资,福田区,电子商务,电商数据分析师,全职,运营/编辑/客服,运营,1-3年,本科,10k-15k,五险一金,"['1', '3']",2.0,"['10', '15']",11.25
深圳市云房网络科技有限公司,Q房网,500-2000人,上市公司,南山区,O2O,数据分析专员,全职,产品/需求/项目类,数据分析,1-3年,不限,6k-12k,"数据分析,业务运营","['1', '3']",2.0,"['6', '12']",7.5
深圳市泽宝电子商务股份有限公司,Sunvalley,500-2000人,D轮及以上,龙岗区,电子商务,数据分析师,全职,开发/测试/运维类,数据开发,3-5年,本科,15k-30k,老板nice 工作环境佳 HR贤良淑德,"['3', '5']",4.0,"['15', '30']",18.75
深圳市前海数据服务有限公司,前海数据,15-50人,不需要融资,南山区,数据服务,数据分析师,全职,产品/需求/项目类,数据分析,1-3年,本科,8k-16k,"大数据领域,股东背景,互联网产品,天天自助餐","['1', '3']",2.0,"['8', '16']",10.0
深圳市彬讯科技有限公司,土巴兔,2000人以上,C轮,南山区,"移动互联网,O2O",高级数据分析师-用户研究,全职,开发/测试/运维类,数据开发,5-10年,本科,20k-40k,"六险一金,平台大,提升快,氛围好","['5', '10']",7.5,"['20', '40']",25.0
深圳市玄关健康科技有限公司,玄关健康,150-500人,不需要融资,南山区,"移动互联网,医疗健康",数据分析师,全职,产品/需求/项目类,数据分析,5-10年,本科,20k-30k,"大数据,大平台,健康产业,共同敲钟","['5', '10']",7.5,"['20', '30']",22.5
腾讯科技(深圳)有限公司,腾讯,2000人以上,上市公司,南山区,"移动互联网 ,游戏",mig -- 数据分析师,全职,开发/测试/运维类,数据开发,3-5年,本科,18k-36k,大平台,"['3', '5']",4.0,"['18', '36']",22.5
深圳旺金金融信息服务有限公司,投哪网,2000人以上,C轮,福田区,金融,高级数据分析师/经理,全职,产品/需求/项目类,数据分析,3-5年,本科,20k-40k,"平台大,管理","['3', '5']",4.0,"['20', '40']",25.0
厦门美图之家科技有限公司,美图公司,2000人以上,上市公司,南山区,"移动互联网,硬件",高级数据分析师,全职,产品/需求/项目类,数据分析,3-5年,本科,15k-30k,"明星级公司,火箭式成长,福利多多","['3', '5']",4.0,"['15', '30']",18.75
深圳达飞科技控股有限公司,达飞科技控股,2000人以上,不需要融资,罗湖区,"移动互联网,金融",数据分析师,全职,开发/测试/运维类,数据开发,3-5年,本科,8k-15k,"绩效奖金,五险一金,节日福利","['3', '5']",4.0,"['8', '15']",9.75
深圳市百果互动科技有限公司,百果科技,150-500人,B轮,南山区,"移动互联网,电子商务",数据分析师,全职,开发/测试/运维类,数据开发,不限,大专,8k-12k,"弹性工作,大数据平台,工作氛围好,福利待",[],0.0,"['8', '12']",9.0
深圳市房多多网络科技有限公司,房多多,2000人以上,C轮,南山区,"移动互联网,O2O",数据分析工程师/高级工程师,全职,产品/需求/项目类,数据分析,不限,本科,13k-26k,"学习机会多,发展空间大,领导好,平台大",[],0.0,"['13', '26']",16.25
腾讯科技(深圳)有限公司,腾讯,2000人以上,上市公司,南山区,"移动互联网 ,游戏",MIG03-高级数据分析师（深圳）,全职,开发/测试/运维类,数据开发,3-5年,本科,20k-40k,"大平台,大空间,AI","['3', '5']",4.0,"['20', '40']",25.0
厦门多快好省网络科技有限公司,多快好省,50-150人,不需要融资,南山区,金融,数据分析师（数据产品经理）,全职,产品/需求/项目类,数据分析,1-3年,本科,8k-16k,"薪酬福利好,平台背景强,成长空间大,团队氛围好","['1', '3']",2.0,"['8', '16']",10.0
深圳布谷鸟信息科技有限公司,布谷鸟科技,500-2000人,不需要融资,南山区,"电子商务,移动互联网",采购数据分析师,全职,开发/测试/运维类,数据开发,1-3年,大专,6k-8k,"环境好,发展前景大","['1', '3']",2.0,"['6', '8']",6.5
深圳凹客信息科技有限公司,凹客科技,150-500人,天使轮,宝安区,电子商务,数据分析师,全职,产品/需求/项目类,数据分析,1-3年,本科,8k-15k,"数据分析,BI系统,数据库开发,报表","['1', '3']",2.0,"['8', '15']",9.75
维沃移动通信有限公司,vivo,2000人以上,未融资,福田区,移动互联网,数据分析师,全职,开发/测试/运维类,数据开发,3-5年,本科,15k-25k,"团队有激情,工作有挑战,付出有回报,能留住人才","['3', '5']",4.0,"['15', '25']",17.5
北京海伦品牌管理股份有限公司,Helens,500-2000人,不需要融资,南山区,"生活服务,文化娱乐",数据分析师,全职,产品/需求/项目类,数据分析,1-3年,本科,20k-22k,"期权分红,十三薪,环境好,福利多","['1', '3']",2.0,"['20', '22']",20.5
厦门吉比特网络技术股份有限公司,吉比特,150-500人,上市公司,南山区,游戏,广告数据分析师,全职,产品/需求/项目类,数据分析,1-3年,本科,15k-20k,"上市公司,平台大,福利好,发展空间大","['1', '3']",2.0,"['15', '20']",16.25
深圳派鲜科技有限公司,派鲜,150-500人,B轮,南山区,生活服务,数据分析,全职,开发/测试/运维类,后端开发,1-3年,本科,9k-13k,"优秀团队,五险一金,免费班车,周末双休","['1', '3']",2.0,"['9', '13']",10.0
中腾信金融信息服务（上海）有限公司,中腾信,2000人以上,不需要融资,南山区,金融,互联网金融数据分析师,全职,产品/需求/项目类,数据分析,1-3年,本科,7k-14k,"六险一金,五天7小时,丰厚年终奖,带薪年假","['1', '3']",2.0,"['7', '14']",8.75
深圳全棉时代科技有限公司,全棉时代,500-2000人,A轮,龙华新区,"电子商务,其他",数据分析专员（会员）,全职,开发/测试/运维类,数据开发,3-5年,本科,7k-12k,"精英团队,大数据平台,千万级用户,福利待","['3', '5']",4.0,"['7', '12']",8.25
深圳市前海润杨金融服务有限公司,润杨金融,2000人以上,上市公司,南山区,"移动互联网,金融",数据分析员,全职,产品/需求/项目类,产品设计/需求分析,1-3年,本科,6k-8k,"五险一金,周末双休,班车接送,腾讯团队","['1', '3']",2.0,"['6', '8']",6.5
深圳斯达领科网络科技有限公司,斯达领科,150-500人,未融资,龙岗区,"移动互联网,电子商务",数据分析,全职,产品/需求/项目类,数据分析,应届毕业生,大专,4k-6k,"年度旅游,年终奖,节假日福利,活力团队",[],0.0,"['4', '6']",4.5
上海微创软件股份有限公司北京分公司,微创,2000人以上,上市公司,南山区,"移动互联网,电子商务",小说数据分析师,全职,产品/需求/项目类,数据分析,1-3年,大专,6k-7k,"五险一金,免费班车,免费早餐,平安保险","['1', '3']",2.0,"['6', '7']",6.25
卫盈联信息技术（深圳）有限公司,我来贷WeLab,500-2000人,B轮,南山区,金融,风险数据分析师,全职,金融类,风控,3-5年,本科,18k-30k,"团队牛,薪资高,假期长,培训多","['3', '5']",4.0,"['18', '30']",21.0
顺丰科技有限公司,顺丰科技有限公司,500-2000人,不需要融资,南山区,"移动互联网,电子商务",00386-数据分析经理,全职,开发/测试/运维类,数据开发,3-5年,本科,15k-20k,核心产品,"['3', '5']",4.0,"['15', '20']",16.25
维沃移动通信有限公司,vivo,2000人以上,未融资,福田区,移动互联网,数据分析师,全职,开发/测试/运维类,数据开发,3-5年,本科,15k-30k,"丰厚年终奖,千万级用户","['3', '5']",4.0,"['15', '30']",18.75
深圳市曾点信息技术培训有限公司,曾点,150-500人,不需要融资,南山区,移动互联网、企业服务,数据分析,全职,产品/需求/项目类,数据分析,1-3年,本科,7k-9k,"大平台,高效率,弹性工作,氛围好","['1', '3']",2.0,"['7', '9']",7.5
顺丰科技有限公司,顺丰科技有限公司,500-2000人,不需要融资,南山区,"移动互联网,电子商务",高级数据分析工程师,全职,开发/测试/运维类,数据开发,3-5年,本科,15k-30k,"弹性上班,餐补,五险一金,发展空间大","['3', '5']",4.0,"['15', '30']",18.75
深圳市宇商小额贷款有限公司,怡亚通金融,2000人以上,上市公司,福田区,"金融,其他",数据分析专员/助理,全职,产品/需求/项目类,数据分析,1年以下,本科,4k-8k,"带薪年假,年底双薪,年终奖,节假日福利",['1'],1.0,"['4', '8']",5.0
深圳达飞科技控股有限公司,达飞科技控股,2000人以上,不需要融资,福田区,"移动互联网,金融",贷后高级数据分析师,全职,开发/测试/运维类,数据开发,1-3年,本科,10k-20k,绩效奖金，五险一金，节日福利,"['1', '3']",2.0,"['10', '20']",12.5
百丽电子商务（上海）有限公司,百丽新零售,500-2000人,不需要融资,南山区,"移动互联网,电子商务",数据分析师,全职,产品/需求/项目类,数据分析,1-3年,本科,10k-20k,"扁平化管理,发展空间大,团队气氛好,免费健身房","['1', '3']",2.0,"['10', '20']",12.5
深圳市彬讯科技有限公司,土巴兔,2000人以上,C轮,南山区,"移动互联网,O2O",高级数据分析-BI,全职,开发/测试/运维类,数据开发,3-5年,本科,20k-40k,"六险一金,平台大,提升快,氛围好","['3', '5']",4.0,"['20', '40']",25.0
腾讯科技(深圳)有限公司,腾讯,2000人以上,上市公司,南山区,"移动互联网 ,游戏",数据分析开发工程师（深圳）,全职,开发/测试/运维类,数据开发,3-5年,本科,15k-30k,公司平台大，福利待遇好,"['3', '5']",4.0,"['15', '30']",18.75
广东欧珀移动通信有限公司,OPPO,2000人以上,不需要融资,南山区,移动互联网,高级数据分析师,全职,开发/测试/运维类,数据开发,3-5年,本科,20k-40k,核心事业群 千万级日活 氛围好 组织扁平,"['3', '5']",4.0,"['20', '40']",25.0
厦门吉比特网络技术股份有限公司,吉比特,150-500人,上市公司,南山区,游戏,数据分析师（游戏）,全职,产品/需求/项目类,数据分析,3-5年,本科,10k-15k,"上市公司,薪资福利好,海量数据,成长空间大","['3', '5']",4.0,"['10', '15']",11.25
深圳依时货拉拉科技有限公司,货拉拉手机打车软件,2000人以上,C轮,福田区,"移动互联网,O2O",技术副总监（数据分析方向）J10758,全职,开发/测试/运维类,数据开发,5-10年,本科,30k-50k,"下午茶,年终奖,旅游,六险一金","['5', '10']",7.5,"['30', '50']",35.0
